formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C4H4O4,C1OC2OC13OC2O3,4,4,4,False,,
C4H4O4,C1OC2OC13OOC23,4,4,4,False,,
C4H4O4,C1OC2OC1C21OO1,4,4,4,False,,
C4H4O4,C1OC2OC23OC1O3,4,4,4,False,,
C4H4O4,C1OC2OC23OC3O1,4,4,4,False,,
C4H4O4,C1OC2OC23OOC13,4,4,4,False,,
C4H4O4,C1OC2OC2C12OO2,4,4,4,False,,
C4H4O4,C1OC2OC3(O1)OC23,4,4,4,False,,
C4H4O4,C1OC2OC3(O2)OC13,4,4,4,False,,
C4H4O4,C1OC2OC3(OO3)C12,4,4,4,False,,
C4H4O4,C1OC2OC3OC12O3,4,4,4,False,,
C4H4O4,C1OC2OC3OC13O2,4,4,4,False,,
C4H4O4,C1OC2OC3OC23O1,4,4,4,False,,
C4H4O4,C1OC2OC3OOC123,4,4,4,False,,
C4H4O4,C1OC2OOC13OC23,4,4,4,False,,
C4H4O4,C1OC2OOC23OC13,4,4,4,False,,
C4H4O4,C1OC2OOC3OC123,4,4,4,False,,
C4H4O4,C1OCC(=C2OO2)O1,4,4,4,False,,
C4H4O4,C1OCC12OC21OO1,4,4,4,False,,
C4H4O4,C1OCC1=C1OOO1,4,4,4,False,,
C4H4O4,C1OCC23OC1(O2)O3,4,4,4,False,,
C4H4O4,C1OCC23OC2(O1)O3,4,4,4,False,,
C4H4O4,C1OCC23OOC12O3,4,4,4,False,,
C4H4O4,C1OCC2=C(OO1)O2,4,4,4,False,,
C4H4O4,C1OCC2=C1OOO2,4,4,4,False,,
C4H4O4,C1OCOC2=C(O1)O2,4,4,4,False,,
C4H4O4,C1OCc2ooc2O1,4,4,4,False,,
C4H4O4,C1OOC(=C2CO2)O1,4,4,4,False,,
C4H4O4,C1OOC12C1OC2O1,4,4,4,False,,
C4H4O4,C1OOC12C1OOC12,4,4,4,False,,
C4H4O4,C1OOC12CC21OO1,4,4,4,False,,
C4H4O4,C1OOC12OC1OC12,4,4,4,False,,
C4H4O4,C1OOC1=C1COO1,4,4,4,False,,
C4H4O4,C1OOC1C12OC1O2,4,4,4,False,,
C4H4O4,C1OOC2(O1)C1OC12,4,4,4,False,,
C4H4O4,C1OOC23CC1(O2)O3,4,4,4,False,,
C4H4O4,C1OOC23CC12OO3,4,4,4,False,,
C4H4O4,C1OOC23CC2(O1)O3,4,4,4,False,,
C4H4O4,C1OOC23COC12O3,4,4,4,False,,
C4H4O4,C1OOC23OC(O2)C13,4,4,4,False,,
C4H4O4,C1OOC23OC1C2O3,4,4,4,False,,
C4H4O4,C1OOC23OC2C3O1,4,4,4,False,,
C4H4O4,C1OOC23OC2OC13,4,4,4,False,,
C4H4O4,C1OOC23OCC12O3,4,4,4,False,,
C4H4O4,C1OOC23OOC2C13,4,4,4,False,,
C4H4O4,C1OOC2=C(C2)OO1,4,4,4,False,,
C4H4O4,C1OOC2=C(CO2)O1,4,4,4,False,,
C4H4O4,C1OOC2=C(O1)OC2,4,4,4,False,,
C4H4O4,C1OOC2=C1COO2,4,4,4,False,,
C4H4O4,C1OOC2C1C21OO1,4,4,4,False,,
C4H4O4,C1OOC2C3OC12O3,4,4,4,False,,
C4H4O4,C1OOC2C3OC23O1,4,4,4,False,,
C4H4O4,C1OOC2C3OOC123,4,4,4,False,,
C4H4O4,C1OOC2OC13OC23,4,4,4,False,,
C4H4O4,C1OOC2OC23OC13,4,4,4,False,,
C4H4O4,C1OOC2OC3OC123,4,4,4,False,,
C4H4O4,C1OOCC1=C1OO1,4,4,4,False,,
C4H4O4,C1OOCC23OC12O3,4,4,4,False,,
C4H4O4,C1OOCC2=C(O1)O2,4,4,4,False,,
C4H4O4,C1OOCc2ooc21,4,4,4,False,,
C4H4O4,C1OOOC12C1OC12,4,4,4,False,,
C4H4O4,C1OOOC23CC12O3,4,4,4,False,,
C4H4O4,C1OOOC23OC2C13,4,4,4,False,,
C4H4O4,C1OOOC2=C(C2)O1,4,4,4,False,,
C4H4O4,C1OOOC2=C1CO2,4,4,4,False,,
C4H4O4,C1OOOC2=C1OC2,4,4,4,False,,
C4H4O4,C1OOOC2C3OC123,4,4,4,False,,
C4H4O4,C1OOOCC2=C1O2,4,4,4,False,,
C4H4O4,C1OOOOC2=C1C2,4,4,4,False,,
C4H4O4,C=C(C#CO)OOO,4,4,4,False,,
C4H4O4,C=C(C#COO)OO,4,4,4,False,,
C4H4O4,C=C(C(=O)O)C(=O)O,4,4,4,False,,
C4H4O4,C=C(C(=O)O)C1OO1,4,4,4,False,,
C4H4O4,C=C(C1OO1)C1OO1,4,4,4,False,,
C4H4O4,C=C(C=C1OO1)OO,4,4,4,False,,
C4H4O4,C=C(C=C=O)OOO,4,4,4,False,,
C4H4O4,C=C(C=O)C(=O)OO,4,4,4,False,,
C4H4O4,C=C(C=O)C1(O)OO1,4,4,4,False,,
C4H4O4,C=C(C=O)C1OOO1,4,4,4,False,,
C4H4O4,C=C(C=O)OC(=O)O,4,4,4,False,,
C4H4O4,C=C(C=O)OC1OO1,4,4,4,False,,
C4H4O4,C=C(C=O)OOC=O,4,4,4,False,,
C4H4O4,C=C(O)C#COOO,4,4,4,False,,
C4H4O4,C=C(O)C(=C=O)OO,4,4,4,False,,
C4H4O4,C=C(O)C(=O)C(=O)O,4,4,4,False,,
C4H4O4,C=C(O)C(=O)C1OO1,4,4,4,False,,
C4H4O4,C=C(O)C(=O)OC=O,4,4,4,False,,
C4H4O4,C=C(O)C(O)=C1OO1,4,4,4,False,,
C4H4O4,C=C(O)C1(C=O)OO1,4,4,4,False,,
C4H4O4,C=C(O)C1(O)OC1=O,4,4,4,False,,
C4H4O4,C=C(O)C12OC(O1)O2,4,4,4,False,,
C4H4O4,C=C(O)C12OC1(O)O2,4,4,4,False,,
C4H4O4,C=C(O)C12OOC1O2,4,4,4,False,,
C4H4O4,C=C(O)C1=C(OO)O1,4,4,4,False,,
C4H4O4,C=C(O)C1=COOO1,4,4,4,False,,
C4H4O4,C=C(O)C1OC(=O)O1,4,4,4,False,,
C4H4O4,C=C(O)C1OC12OO2,4,4,4,False,,
C4H4O4,C=C(O)C1OOC1=O,4,4,4,False,,
C4H4O4,C=C(O)C=C1OOO1,4,4,4,False,,
C4H4O4,C=C(O)OC#COO,4,4,4,False,,
C4H4O4,C=C(O)OC(=O)C=O,4,4,4,False,,
C4H4O4,C=C(O)OC(O)=C=O,4,4,4,False,,
C4H4O4,C=C(O)OC12OC1O2,4,4,4,False,,
C4H4O4,C=C(O)OC1=C(O)O1,4,4,4,False,,
C4H4O4,C=C(O)OC1OC1=O,4,4,4,False,,
C4H4O4,C=C(O)OC=C1OO1,4,4,4,False,,
C4H4O4,C=C(O)OOC#CO,4,4,4,False,,
C4H4O4,C=C(O)OOC1=CO1,4,4,4,False,,
C4H4O4,C=C(O)OOC=C=O,4,4,4,False,,
C4H4O4,C=C(O)Oc1coo1,4,4,4,False,,
C4H4O4,C=C(O)c1ooc1O,4,4,4,False,,
C4H4O4,C=C(OC=O)C(=O)O,4,4,4,False,,
C4H4O4,C=C(OC=O)C1OO1,4,4,4,False,,
C4H4O4,C=C(OC=O)OC=O,4,4,4,False,,
C4H4O4,C=C(OO)C(=O)C=O,4,4,4,False,,
C4H4O4,C=C(OO)C(O)=C=O,4,4,4,False,,
C4H4O4,C=C(OO)C12OC1O2,4,4,4,False,,
C4H4O4,C=C(OO)C1=C(O)O1,4,4,4,False,,
C4H4O4,C=C(OO)C1OC1=O,4,4,4,False,,
C4H4O4,C=C(OO)OC#CO,4,4,4,False,,
C4H4O4,C=C(OO)OC1=CO1,4,4,4,False,,
C4H4O4,C=C(OO)OC=C=O,4,4,4,False,,
C4H4O4,C=C(OO)c1coo1,4,4,4,False,,
C4H4O4,C=C(OOO)C1=CO1,4,4,4,False,,
C4H4O4,C=C1C(=O)C1(O)OO,4,4,4,False,,
C4H4O4,C=C1C(=O)C1OOO,4,4,4,False,,
C4H4O4,C=C1C(=O)OC1(O)O,4,4,4,False,,
C4H4O4,C=C1C(=O)OC1OO,4,4,4,False,,
C4H4O4,C=C1C(=O)OOC1O,4,4,4,False,,
C4H4O4,C=C1C(O)(O)C12OO2,4,4,4,False,,
C4H4O4,C=C1C(O)=C1OOO,4,4,4,False,,
C4H4O4,C=C1C(O)C12OOO2,4,4,4,False,,
C4H4O4,C=C1C(O)OC12OO2,4,4,4,False,,
C4H4O4,C=C1C(OO)=C1OO,4,4,4,False,,
C4H4O4,C=C1C(OO)C12OO2,4,4,4,False,,
C4H4O4,C=C1C2(O)OC1(O)O2,4,4,4,False,,
C4H4O4,C=C1C2(O)OC12OO,4,4,4,False,,
C4H4O4,C=C1C2(O)OOC12O,4,4,4,False,,
C4H4O4,C=C1C2OC1(OO)O2,4,4,4,False,,
C4H4O4,C=C1C2OC12OOO,4,4,4,False,,
C4H4O4,C=C1C2OOC1(O)O2,4,4,4,False,,
C4H4O4,C=C1C2OOC12OO,4,4,4,False,,
C4H4O4,C=C1C2OOOC12O,4,4,4,False,,
C4H4O4,C=C1C2OOOC1O2,4,4,4,False,,
C4H4O4,C=C1C2OOOOC12,4,4,4,False,,
C4H4O4,C=C1C=C(O)OOO1,4,4,4,False,,
C4H4O4,C=C1C=C(OO)OO1,4,4,4,False,,
C4H4O4,C=C1C=C(OOO)O1,4,4,4,False,,
C4H4O4,C=C1C=C1OOOO,4,4,4,False,,
C4H4O4,C=C1C=COOOO1,4,4,4,False,,
C4H4O4,C=C1CC(=O)OOO1,4,4,4,False,,
C4H4O4,C=C1CC12OOOO2,4,4,4,False,,
C4H4O4,C=C1CC2(OO1)OO2,4,4,4,False,,
C4H4O4,C=C1CC2(OOO2)O1,4,4,4,False,,
C4H4O4,C=C1COC(=O)OO1,4,4,4,False,,
C4H4O4,C=C1COC12OOO2,4,4,4,False,,
C4H4O4,C=C1COC2(OO2)O1,4,4,4,False,,
C4H4O4,C=C1COOC(=O)O1,4,4,4,False,,
C4H4O4,C=C1COOC12OO2,4,4,4,False,,
C4H4O4,C=C1COOOC1=O,4,4,4,False,,
C4H4O4,C=C1OC(=O)C(O)O1,4,4,4,False,,
C4H4O4,C=C1OC(=O)C1(O)O,4,4,4,False,,
C4H4O4,C=C1OC(=O)C1OO,4,4,4,False,,
C4H4O4,C=C1OC(=O)OC1O,4,4,4,False,,
C4H4O4,C=C1OC(C(=O)O)O1,4,4,4,False,,
C4H4O4,C=C1OC(C2OO2)O1,4,4,4,False,,
C4H4O4,C=C1OC(O)(C=O)O1,4,4,4,False,,
C4H4O4,C=C1OC(O)(O)C1=O,4,4,4,False,,
C4H4O4,C=C1OC(O)=C(O)O1,4,4,4,False,,
C4H4O4,C=C1OC(O)=C1OO,4,4,4,False,,
C4H4O4,C=C1OC(O)C12OO2,4,4,4,False,,
C4H4O4,C=C1OC(O)OC1=O,4,4,4,False,,
C4H4O4,C=C1OC(OC=O)O1,4,4,4,False,,
C4H4O4,C=C1OC(OO)=C1O,4,4,4,False,,
C4H4O4,C=C1OC(OO)C1=O,4,4,4,False,,
C4H4O4,C=C1OC1(C=O)OO,4,4,4,False,,
C4H4O4,C=C1OC1(O)C(=O)O,4,4,4,False,,
C4H4O4,C=C1OC1(O)C1OO1,4,4,4,False,,
C4H4O4,C=C1OC1(O)OC=O,4,4,4,False,,
C4H4O4,C=C1OC12COOO2,4,4,4,False,,
C4H4O4,C=C1OC12OC(O)O2,4,4,4,False,,
C4H4O4,C=C1OC12OC2(O)O,4,4,4,False,,
C4H4O4,C=C1OC12OC2OO,4,4,4,False,,
C4H4O4,C=C1OC12OCOO2,4,4,4,False,,
C4H4O4,C=C1OC12OOC2O,4,4,4,False,,
C4H4O4,C=C1OC1=C(O)OO,4,4,4,False,,
C4H4O4,C=C1OC1=COOO,4,4,4,False,,
C4H4O4,C=C1OC1C(=O)OO,4,4,4,False,,
C4H4O4,C=C1OC1C1(O)OO1,4,4,4,False,,
C4H4O4,C=C1OC1C1OOO1,4,4,4,False,,
C4H4O4,C=C1OC1OC(=O)O,4,4,4,False,,
C4H4O4,C=C1OC1OC1OO1,4,4,4,False,,
C4H4O4,C=C1OC1OOC=O,4,4,4,False,,
C4H4O4,C=C1OC2(COO2)O1,4,4,4,False,,
C4H4O4,C=C1OC2(O)OC12O,4,4,4,False,,
C4H4O4,C=C1OC2(O)OC1O2,4,4,4,False,,
C4H4O4,C=C1OC2(O)OOC12,4,4,4,False,,
C4H4O4,C=C1OC2(O1)OC2O,4,4,4,False,,
C4H4O4,C=C1OC2(OCO2)O1,4,4,4,False,,
C4H4O4,C=C1OC2(OO)OC12,4,4,4,False,,
C4H4O4,C=C1OC2(OO2)C1O,4,4,4,False,,
C4H4O4,C=C1OC2OC(O1)O2,4,4,4,False,,
C4H4O4,C=C1OC2OC1(O)O2,4,4,4,False,,
C4H4O4,C=C1OC2OC12OO,4,4,4,False,,
C4H4O4,C=C1OC2OC2(O)O1,4,4,4,False,,
C4H4O4,C=C1OC2OOC12O,4,4,4,False,,
C4H4O4,C=C1OC2OOC1O2,4,4,4,False,,
C4H4O4,C=C1OC2OOC2O1,4,4,4,False,,
C4H4O4,C=C1OC2OOOC12,4,4,4,False,,
C4H4O4,C=C1OC=C(O)OO1,4,4,4,False,,
C4H4O4,C=C1OC=C(OO)O1,4,4,4,False,,
C4H4O4,C=C1OC=C1OOO,4,4,4,False,,
C4H4O4,C=C1OC=COOO1,4,4,4,False,,
C4H4O4,C=C1OCC(=O)OO1,4,4,4,False,,
C4H4O4,C=C1OCC12OOO2,4,4,4,False,,
C4H4O4,C=C1OCC2(OO2)O1,4,4,4,False,,
C4H4O4,C=C1OCOC(=O)O1,4,4,4,False,,
C4H4O4,C=C1OCOC12OO2,4,4,4,False,,
C4H4O4,C=C1OCOOC1=O,4,4,4,False,,
C4H4O4,C=C1OOC(=CO)O1,4,4,4,False,,
C4H4O4,C=C1OOC(=O)C1O,4,4,4,False,,
C4H4O4,C=C1OOC(C=O)O1,4,4,4,False,,
C4H4O4,C=C1OOC(O)=C1O,4,4,4,False,,
C4H4O4,C=C1OOC(O)C1=O,4,4,4,False,,
C4H4O4,C=C1OOC1(O)C=O,4,4,4,False,,
C4H4O4,C=C1OOC12COO2,4,4,4,False,,
C4H4O4,C=C1OOC12OC2O,4,4,4,False,,
C4H4O4,C=C1OOC12OCO2,4,4,4,False,,
C4H4O4,C=C1OOC1C(=O)O,4,4,4,False,,
C4H4O4,C=C1OOC1C1OO1,4,4,4,False,,
C4H4O4,C=C1OOC1OC=O,4,4,4,False,,
C4H4O4,C=C1OOC2(CO2)O1,4,4,4,False,,
C4H4O4,C=C1OOC2(O)OC12,4,4,4,False,,
C4H4O4,C=C1OOC2OC12O,4,4,4,False,,
C4H4O4,C=C1OOC2OC1O2,4,4,4,False,,
C4H4O4,C=C1OOC2OC2O1,4,4,4,False,,
C4H4O4,C=C1OOC2OOC12,4,4,4,False,,
C4H4O4,C=C1OOC=C(O)O1,4,4,4,False,,
C4H4O4,C=C1OOC=C1OO,4,4,4,False,,
C4H4O4,C=C1OOC=COO1,4,4,4,False,,
C4H4O4,C=C1OOCC(=O)O1,4,4,4,False,,
C4H4O4,C=C1OOCC12OO2,4,4,4,False,,
C4H4O4,C=C1OOCOC1=O,4,4,4,False,,
C4H4O4,C=C1OOOC12CO2,4,4,4,False,,
C4H4O4,C=C1OOOC1=CO,4,4,4,False,,
C4H4O4,C=C1OOOC1C=O,4,4,4,False,,
C4H4O4,C=C1OOOC2OC12,4,4,4,False,,
C4H4O4,C=C1OOOC=C1O,4,4,4,False,,
C4H4O4,C=C1OOOCC1=O,4,4,4,False,,
C4H4O4,C=C=C(C=O)OOO,4,4,4,False,,
C4H4O4,C=C=C(O)C(=O)OO,4,4,4,False,,
C4H4O4,C=C=C(O)C1(O)OO1,4,4,4,False,,
C4H4O4,C=C=C(O)C1OOO1,4,4,4,False,,
C4H4O4,C=C=C(O)OC(=O)O,4,4,4,False,,
C4H4O4,C=C=C(O)OC1OO1,4,4,4,False,,
C4H4O4,C=C=C(O)OOC=O,4,4,4,False,,
C4H4O4,C=C=C(OO)C(=O)O,4,4,4,False,,
C4H4O4,C=C=C(OO)C1OO1,4,4,4,False,,
C4H4O4,C=C=C(OO)OC=O,4,4,4,False,,
C4H4O4,C=C=C1COOOO1,4,4,4,False,,
C4H4O4,C=C=C1OC(O)(O)O1,4,4,4,False,,
C4H4O4,C=C=C1OC(OO)O1,4,4,4,False,,
C4H4O4,C=C=C1OC1(O)OO,4,4,4,False,,
C4H4O4,C=C=C1OC1OOO,4,4,4,False,,
C4H4O4,C=C=C1OCOOO1,4,4,4,False,,
C4H4O4,C=C=C1OOC(O)O1,4,4,4,False,,
C4H4O4,C=C=C1OOC1(O)O,4,4,4,False,,
C4H4O4,C=C=C1OOC1OO,4,4,4,False,,
C4H4O4,C=C=C1OOCOO1,4,4,4,False,,
C4H4O4,C=C=C1OOOC1O,4,4,4,False,,
C4H4O4,C=C=C=C(O)OOO,4,4,4,False,,
C4H4O4,C=C=C=C(OO)OO,4,4,4,False,,
C4H4O4,C=C=C=COOOO,4,4,4,False,,
C4H4O4,C=C=CC(=O)OOO,4,4,4,False,,
C4H4O4,C=C=CC1(O)OOO1,4,4,4,False,,
C4H4O4,C=C=CC1(OO)OO1,4,4,4,False,,
