formula,nC,nH,nO,wikidata_id,wikidata_name,smiles,canon_smiles,inchi,cas,sitelinks,on_enwiki,enwiki_title
C3H6O3,3,6,3,Q76106295,"(Z)-prop-1-ene-1,2,3-triol",O/C=C(\O)CO,O/C=C(\O)CO,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,4-6H,2H2/b3-1-",,0,False,
C3H6O3,3,6,3,Q76536505,(1R)-1-(dioxiran-3-yl)ethanol,CC(O)C1OO1,CC(O)C1OO1,"InChI=1S/C3H6O3/c1-2(4)3-5-6-3/h2-4H,1H3/t2-/m1/s1",,0,False,
C3H6O3,3,6,3,Q76616375,(2R)-2-(hydroxymethyl)oxiran-2-ol,OCC1(O)CO1,OCC1(O)CO1,"InChI=1S/C3H6O3/c4-1-3(5)2-6-3/h4-5H,1-2H2/t3-/m1/s1",,0,False,
C3H6O3,3,6,3,Q82439198,Methyl ethaneperoxoate,CC(=O)OOC,COOC(C)=O,InChI=1S/C3H6O3/c1-3(4)6-5-2/h1-2H3,15763-64-1,0,False,
C3H6O3,3,6,3,Q82854385,"1,2-Ethanediol, 1-formate",C(COC=O)O,O=COCCO,"InChI=1S/C3H6O3/c4-1-2-6-3-5/h3-4H,1-2H2",628-35-3,0,False,
C3H6O3,3,6,3,Q83002345,Hydroxymethyl acetate,CC(=O)OCO,CC(=O)OCO,"InChI=1S/C3H6O3/c1-3(5)6-2-4/h4H,2H2,1H3",86011-33-8,0,False,
C3H6O3,3,6,3,Q83069021,Methoxymethyl formate,COCOC=O,COCOC=O,"InChI=1S/C3H6O3/c1-5-3-6-2-4/h2H,3H2,1H3",4382-75-6,0,False,
C4,4,0,0,Q82236476,"1,3-Cyclobutadiyne",C=1=C=C=C1,C1=C=C=C=1,InChI=1S/C4/c1-2-4-3-1,99417-54-6,0,False,
C4H2,4,2,0,Q422802,"1,3-butadiyne",C#CC#C,C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,460-12-8,30,True,Diacetylene
C4H2,4,2,0,Q82530799,Cyclobut-1-en-3-yne,C1=CC#C1,C1#CC=C1,InChI=1S/C4H2/c1-2-4-3-1/h1-2H,114251-99-9,0,False,
C4H4,4,4,0,Q415302,cyclobutadiene,C1=CC=C1,C1=CC=C1,InChI=1S/C4H4/c1-2-4-3-1/h1-4H,1120-53-2,28,True,Cyclobutadiene
C4H4,4,4,0,Q422748,vinyl acetylene,C=CC#C,C#CC=C,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",689-97-4,28,True,Vinylacetylene
C4H4,4,4,0,Q415538,tetrahedrane,C12C3C1C23,C12C3C1C23,InChI=1S/C4H4/c1-2-3(1)4(1)2/h1-4H,157-39-1,18,True,Tetrahedrane
C4H4,4,4,0,Q5198678,cyclobutyne,C1#CCC1,C1#CCC1,InChI=1S/C4H4/c1-2-4-3-1/h1-2H2,1191-94-2,13,True,Cyclobutyne
C4H4,4,4,0,Q751796,Methylenecyclopropene,C=C1C=C1,C=C1C=C1,"InChI=1S/C4H4/c1-4-2-3-4/h2-3H,1H2",4095-06-1,13,True,Methylenecyclopropene
C4H4,4,4,0,Q10438071,butatriene,C=C=C=C,C=C=C=C,InChI=1S/C4H4/c1-3-4-2/h1-2H2,2873-50-9,1,False,
C4H4,4,4,0,Q83080852,Bicyclo(1.1.0)but-1(3)-ene,C1C2=C1C2,C1C2=C1C2,InChI=1S/C4H4/c1-3-2-4(1)3/h1-2H2,58208-49-4,0,False,
C4H6,4,6,0,Q161503,"1,3-butadiene",C=CC=C,C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",106-99-0,50,True,Butadiene
C4H6,4,6,0,Q161597,1-butyne,CCC#C,C#CCC,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",107-00-6,35,True,1-Butyne
C4H6,4,6,0,Q209336,2-butyne,CC#CC,CC#CC,InChI=1S/C4H6/c1-3-4-2/h1-2H3,503-17-3,30,True,2-Butyne
C4H6,4,6,0,Q411757,cyclobutene,C1CC=C1,C1=CCC1,"InChI=1S/C4H6/c1-2-4-3-1/h1-2H,3-4H2",822-35-5,25,True,Cyclobutene
C4H6,4,6,0,Q161651,1-methylcyclopropene,CC1=CC1,CC1=CC1,"InChI=1S/C4H6/c1-4-2-3-4/h2H,3H2,1H3",3100-04-7,19,True,1-Methylcyclopropene
C4H6,4,6,0,Q161451,"buta-1,2-diene",CC=C=C,C=C=CC,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",590-19-2,12,True,"1,2-Butadiene"
C4H6,4,6,0,Q3333713,methylenecyclopropane,C=C1CC1,C=C1CC1,InChI=1S/C4H6/c1-4-2-3-4/h1-3H2,6142-73-0,9,True,Methylenecyclopropane
C4H6,4,6,0,Q19903509,Bicyclobutane,C1C2C1C2,C1C2CC12,"InChI=1S/C4H6/c1-3-2-4(1)3/h3-4H,1-2H2",157-33-5,7,True,Bicyclobutane
C4H6,4,6,0,Q18398133,3-methylcyclopropene,CC1C=C1,CC1C=C1,"InChI=1S/C4H6/c1-4-2-3-4/h2-4H,1H3",,1,True,3-Methylcyclopropene
C4H7,4,7,0,Q82970974,But-1-en-3-yl,C=C[CH]C,C=C[CH]C,"InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",65338-31-0,0,False,
C4H8,4,8,0,Q80232,cyclobutane,C1CCC1,C1CCC1,InChI=1S/C4H8/c1-2-4-3-1/h1-4H2,287-23-0,46,True,Cyclobutane
C4H8,4,8,0,Q776976,isobutylene,CC(=C)C,C=C(C)C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",115-11-7,35,True,Isobutylene
C4H8,4,8,0,Q2468763,1-butene,CCC=C,C=CCC,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",106-98-9,25,True,1-Butene
C4H8,4,8,0,Q2249673,methylcyclopropane,CC1CC1,CC1CC1,"InChI=1S/C4H8/c1-4-2-3-4/h4H,2-3H2,1H3",594-11-6,20,True,Methylcyclopropane
C4H8,4,8,0,Q3554956,but-2-ene,CC=CC,CC=CC,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3",107-01-7,19,True,2-Butene
C4H2O,4,2,1,Q82415728,Butatrien-1-one,C=C=C=C=O,C=C=C=C=O,InChI=1S/C4H2O/c1-2-3-4-5/h1H2,63766-91-6,0,False,
C4H3O,4,3,1,Q110184904,2-furyl,[C]=1OC=CC1,[c]1ccco1,InChI=1S/C4H3O/c1-2-4-5-3-1/h1-3H,,0,False,
C4H4O,4,4,1,Q243992,furan,C1=COC=C1,c1ccoc1,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,110-00-9,54,True,Furan
C4H4O,4,4,1,Q27120922,butyn-2-one,CC(=O)C#C,C#CC(C)=O,"InChI=1S/C4H4O/c1-3-4(2)5/h1H,2H3",1423-60-5,3,True,Butynone
C4H4O,4,4,1,Q83057200,2-Cyclobutene-1-one,C1C=CC1=O,O=C1C=CC1,"InChI=1S/C4H4O/c5-4-2-1-3-4/h1-2H,3H2",32264-87-2,2,True,Cyclobutenone
C4H4O,4,4,1,Q27103544,but-3-ynal,C#CCC=O,C#CCC=O,"InChI=1S/C4H4O/c1-2-3-4-5/h1,4H,3H2",52844-23-2,1,False,
C4H4O,4,4,1,Q27252338,2-butynal,CC#CC=O,CC#CC=O,"InChI=1S/C4H4O/c1-2-3-4-5/h4H,1H3",1119-19-3,1,False,
C4H4O,4,4,1,Q83071776,"1,3-butadienal",C=CC=C=O,C=CC=C=O,"InChI=1S/C4H4O/c1-2-3-4-5/h2-3H,1H2",50888-73-8,1,True,"1,3-Butadienal"
C4H4O,4,4,1,Q82542372,5-Oxabicyclo[2.1.0]pent-2-ene,C1=CC2OC12,C1=CC2OC12,InChI=1S/C4H4O/c1-2-4-3(1)5-4/h1-4H,74496-19-8,0,False,
C4H4O,4,4,1,Q82576457,(2R)-2-Ethynyloxirane,C#CC1CO1,C#CC1CO1,"InChI=1S/C4H4O/c1-2-4-3-5-4/h1,4H,3H2/t4-/m1/s1",918826-65-0,0,False,
C4H4O,4,4,1,Q82753865,But-1-en-3-yn-1-ol,C#CC=CO,C#CC=CO,"InChI=1S/C4H4O/c1-2-3-4-5/h1,3-5H",59095-55-5,0,False,
C4H4O,4,4,1,Q83010878,1-Buten-3-yn-2-ol,C=C(C#C)O,C#CC(=C)O,"InChI=1S/C4H4O/c1-3-4(2)5/h1,5H,2H2",103905-52-8,0,False,
C4H4O,4,4,1,Q83059109,"Ethyne, 1-ethenyloxy-",C=COC#C,C#COC=C,"InChI=1S/C4H4O/c1-3-5-4-2/h1,4H,2H2",33733-90-3,0,False,
C4H4O,4,4,1,Q83062860,Cyclopropene-carboxaldehyde,O=CC1C=C1,O=CC1C=C1,InChI=1S/C4H4O/c5-3-4-1-2-4/h1-4H,36998-21-7,0,False,
C4H4O,4,4,1,Q83070436,"2-Cyclopropen-1-one, 2-methyl-",CC1=CC1=O,Cc1cc1=O,"InChI=1S/C4H4O/c1-3-2-4(3)5/h2H,1H3",4883-96-9,0,False,
C4H4O,4,4,1,Q83081805,"Methanone, cyclopropylidene-",C1CC1=C=O,O=C=C1CC1,InChI=1S/C4H4O/c5-3-4-1-2-4/h1-2H2,59078-44-3,0,False,
C4H4O,4,4,1,Q83109640,"1,2-Butadienone",CC=C=C=O,CC=C=C=O,"InChI=1S/C4H4O/c1-2-3-4-5/h2H,1H3",78957-08-1,0,False,
C4H6O,4,6,1,Q60193372,(2EZ)-crotonaldehyde,CC=CC=O,CC=CC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",4170-30-3,25,True,Crotonaldehyde
C4H6O,4,6,1,Q417525,methyl vinyl ketone,CC(=O)C=C,C=CC(C)=O,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",78-94-4,22,True,Methyl vinyl ketone
C4H6O,4,6,1,Q420234,methacrolein,CC(=C)C=O,C=C(C)C=O,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3",78-85-3,18,True,Methacrolein
C4H6O,4,6,1,Q2813778,"2,3-dihydrofuran",C1COC=C1,C1=COCC1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2",1191-99-7,17,True,"2,3-Dihydrofuran"
C4H6O,4,6,1,Q2813802,"2,5-dihydrofuran",C1C=CCO1,C1=CCOC1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2",1708-29-8,15,True,"2,5-Dihydrofuran"
C4H6O,4,6,1,Q4821798,divinyl ether,C=COC=C,C=COC=C,"InChI=1S/C4H6O/c1-3-5-4-2/h3-4H,1-2H2",109-93-3,15,True,Divinyl ether
C4H6O,4,6,1,Q1147434,cyclobutanone,C1CC(=O)C1,O=C1CCC1,InChI=1S/C4H6O/c5-4-2-1-3-4/h1-3H2,1191-95-3,9,True,Cyclobutanone
C4H6O,4,6,1,Q13506983,cyclopropanecarbaldehyde,C1CC1C=O,O=CC1CC1,"InChI=1S/C4H6O/c5-3-4-1-2-4/h3-4H,1-2H2",1489-69-6,5,False,
C4H6O,4,6,1,Q15910431,"3,4-epoxy-1-butene",C=CC1CO1,C=CC1CO1,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2,4H,1,3H2",930-22-3,3,False,
C4H6O,4,6,1,Q25385768,3-butyn-2-ol,C#CC(C)O,C#CC(C)O,"InChI=1S/C4H6O/c1-3-4(2)5/h1,4-5H,2H3",2028-63-9,3,False,
C4H6O,4,6,1,Q223060,3-butynol,C#CCCO,C#CCCO,"InChI=1S/C4H6O/c1-2-3-4-5/h1,5H,3-4H2",927-74-2,2,False,
C4H6O,4,6,1,Q27291239,2-butyn-1-ol,CC#CCO,CC#CCO,"InChI=1S/C4H6O/c1-2-3-4-5/h5H,4H2,1H3",764-01-2,2,False,
C4H6O,4,6,1,Q22083564,3-butenal,C=CCC=O,C=CCC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2",7319-38-2,1,False,
C4H6O,4,6,1,Q83082646,"1-Propen-1-one, 2-methyl-",CC(=C=O)C,CC(C)=C=O,InChI=1S/C4H6O/c1-4(2)3-5/h1-2H3,598-26-5,1,False,
C4H6O,4,6,1,Q83086742,3-Methoxypropyne,COCC#C,C#CCOC,"InChI=1S/C4H6O/c1-3-4-5-2/h1H,4H2,2H3",627-41-8,1,False,
C4H6O,4,6,1,Q72471604,ethoxyethyne,CCOC#C,C#COCC,"InChI=1S/C4H6O/c1-3-5-4-2/h1H,4H2,2H3",927-80-0,0,False,
C4H6O,4,6,1,Q72518095,"1-Methoxy-1,2-propadiene",C=C=COC,C=C=COC,"InChI=1S/C4H6O/c1-3-4-5-2/h4H,1H2,2H3",13169-00-1,0,False,
C4H6O,4,6,1,Q82315625,2-methylene-oxetane,C=C1CCO1,C=C1CCO1,InChI=1S/C4H6O/c1-4-2-3-5-4/h1-3H2,32869-14-0,0,False,
C4H6O,4,6,1,Q82342478,1-Oxaspiro[2.2]pentane,C1CC12CO2,C1CC12CO2,InChI=1S/C4H6O/c1-2-4(1)3-5-4/h1-3H2,157-41-5,0,False,
C4H6O,4,6,1,Q82359264,5-Oxabicyclo[2.1.0]pentane,C1CC2OC12,C1CC2OC12,"InChI=1S/C4H6O/c1-2-4-3(1)5-4/h3-4H,1-2H2",185-96-6,0,False,
C4H6O,4,6,1,Q82443078,Cyclobut-2-en-1-ol,OC1C=CC1,OC1C=CC1,"InChI=1S/C4H6O/c5-4-2-1-3-4/h1-2,4-5H,3H2",113747-67-4,0,False,
C4H6O,4,6,1,Q82455000,But-1-yn-1-ol,CCC#CO,CCC#CO,"InChI=1S/C4H6O/c1-2-3-4-5/h5H,2H2,1H3",11069-20-8,0,False,
C4H6O,4,6,1,Q82638953,2-Ethylideneoxirane,CC=C1CO1,CC=C1CO1,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2H,3H2,1H3",66202-65-1,0,False,
C4H6O,4,6,1,Q82683357,2-Methylcycloprop-2-en-1-ol,CC1=CC1O,CC1=CC1O,"InChI=1S/C4H6O/c1-3-2-4(3)5/h2,4-5H,1H3",139909-58-3,0,False,
C4H6O,4,6,1,Q83025342,"Prop-1-yne, 1-methoxy-",CC#COC,CC#COC,InChI=1S/C4H6O/c1-3-4-5-2/h1-2H3,13169-01-2,0,False,
C4H6O,4,6,1,Q83044311,Ethylketene,CCC=C=O,CCC=C=O,"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3",20334-52-5,0,False,
C4H6O,4,6,1,Q83081864,"1,3-Butadiene-2-ol",C=CC(=C)O,C=CC(=C)O,"InChI=1S/C4H6O/c1-3-4(2)5/h3,5H,1-2H2",59120-04-6,0,False,
C4H8O,4,8,1,Q278332,tetrahydrofuran,C1CCOC1,C1CCOC1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,109-99-9,43,True,Tetrahydrofuran
C4H8O,4,8,1,Q372291,butanone,CCC(=O)C,CCC(C)=O,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",78-93-3,42,True,Butanone
C4H8O,4,8,1,Q410603,butyraldehyde,CCCC=O,CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",123-72-8,34,True,Butyraldehyde
C4H8O,4,8,1,Q418164,isobutyraldehyde,CC(C)C=O,CC(C)C=O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",78-84-2,22,True,Isobutyraldehyde
C4H8O,4,8,1,Q420212,crotyl alcohol,C\C=C\CO,C/C=C/CO,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3",6117-91-5,21,True,Crotyl alcohol
C4H8O,4,8,1,Q9756613,cyclobutanol,C1CC(C1)O,OC1CCC1,"InChI=1S/C4H8O/c5-4-2-1-3-4/h4-5H,1-3H2",2919-23-5,12,True,Cyclobutanol
C4H8O,4,8,1,Q4596900,2-methoxypropene,CC(=C)OC,C=C(C)OC,"InChI=1S/C4H8O/c1-4(2)5-3/h1H2,2-3H3",116-11-0,11,True,2-Methoxypropene
C4H8O,4,8,1,Q1371500,ethyl vinyl ether,CCOC=C,C=COCC,"InChI=1S/C4H8O/c1-3-5-4-2/h3H,1,4H2,2H3",109-92-2,10,True,Ethyl vinyl ether
C4H8O,4,8,1,Q2539029,"1,2-epoxybutane",CCC1CO1,CCC1CO1,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",106-88-7,6,True,"1,2-Epoxybutane"
C4H8O,4,8,1,Q58824552,"2,3-epoxybutane",CC1C(O1)C,CC1OC1C,"InChI=1S/C4H8O/c1-3-4(2)5-3/h3-4H,1-2H3",3266-23-7,4,True,"2,3-Epoxybutane"
C4H8O,4,8,1,Q13506987,cyclopropylmethanol,C1CC1CO,OCC1CC1,"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2",2516-33-8,3,False,
C4H8O,4,8,1,Q27236120,2-Methyloxetane,CC1CCO1,CC1CCO1,"InChI=1S/C4H8O/c1-4-2-3-5-4/h4H,2-3H2,1H3",2167-39-7,2,False,
C4H8O,4,8,1,Q71024787,"1,2-epoxy-2-methylpropane",CC1(CO1)C,CC1(C)CO1,"InChI=1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3",558-30-5,2,False,
C4H8O,4,8,1,Q72488865,methallyl alcohol,CC(=C)CO,C=C(C)CO,"InChI=1S/C4H8O/c1-4(2)3-5/h5H,1,3H2,2H3",513-42-8,2,False,
C4H8O,4,8,1,Q27257071,3-buten-1-ol,C=CCCO,C=CCCO,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",627-27-0,1,False,
C4H8O,4,8,1,Q72489782,1-Methylcyclopropanol,CC1(CC1)O,CC1(O)CC1,"InChI=1S/C4H8O/c1-4(5)2-3-4/h5H,2-3H2,1H3",29526-99-6,1,False,
C4H8O,4,8,1,Q72513879,3-Buten-2-ol,C=CC(C)O,C=CC(C)O,"InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3",598-32-3,1,False,
C4H8O,4,8,1,Q72518115,3-Methoxy-1-propene,COCC=C,C=CCOC,"InChI=1S/C4H8O/c1-3-4-5-2/h3H,1,4H2,2H3",627-40-7,1,False,
C4H8O,4,8,1,Q82103046,3-Methyloxetane,CC1COC1,CC1COC1,"InChI=1S/C4H8O/c1-4-2-5-3-4/h4H,2-3H2,1H3",2167-38-6,1,False,
C4H8O,4,8,1,Q126610048,Methoxypropene,CC=COC,CC=COC,"InChI=1S/C4H8O/c1-3-4-5-2/h3-4H,1-2H3",,0,False,
C4H8O,4,8,1,Q27261357,cyclopropyl methyl ether,COC1CC1,COC1CC1,"InChI=1S/C4H8O/c1-5-4-2-3-4/h4H,2-3H2,1H3",540-47-6,0,False,
C4H8O,4,8,1,Q27292395,(Z)-crotyl alcohol,CC=CCO,CC=CCO,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3/b3-2-",4088-60-2,0,False,
C4H8O,4,8,1,Q82415744,2-Methylcyclopropan-1-ol,CC1CC1O,CC1CC1O,"InChI=1S/C4H8O/c1-3-2-4(3)5/h3-5H,2H2,1H3",62808-70-2,0,False,
C4H8O,4,8,1,Q82955800,2-Methylprop-1-en-1-ol,CC(C)=CO,CC(C)=CO,"InChI=1S/C4H8O/c1-4(2)3-5/h3,5H,1-2H3",56640-70-1,0,False,
C4H8O,4,8,1,Q82956667,But-1-en-1-ol,CCC=CO,CCC=CO,"InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3",57323-59-8,0,False,
C4H8O,4,8,1,Q83085790,1-Buten-2-ol,CCC(=C)O,C=C(O)CC,"InChI=1S/C4H8O/c1-3-4(2)5/h5H,2-3H2,1H3",61923-55-5,0,False,
C4O2,4,0,2,Q3028850,tetracarbon dioxide,C(=C=C=O)=C=O,O=C=C=C=C=O,InChI=1S/C4O2/c5-3-1-2-4-6,51799-35-0,15,True,Tetracarbon dioxide
C4H2O2,4,2,2,Q82296984,2-Butynedial,C(=O)C#CC=O,O=CC#CC=O,InChI=1S/C4H2O2/c5-3-1-2-4-6/h3-4H,21251-20-7,0,False,
C4H2O2,4,2,2,Q82461491,"Buta-1,3-diene-1,4-dione",O=C=CC=C=O,O=C=CC=C=O,InChI=1S/C4H2O2/c5-3-1-2-4-6/h1-2H,2829-38-1,0,False,
C4H2O2,4,2,2,Q82469224,"Buta-1,3-diyne-1,4-diol",C(#CO)C#CO,OC#CC#CO,InChI=1S/C4H2O2/c5-3-1-2-4-6/h5-6H,55831-69-1,0,False,
C4H2O2,4,2,2,Q83057924,"3-Cyclobutene-1,2-dione",C1=CC(=O)C1=O,O=c1ccc1=O,InChI=1S/C4H2O2/c5-3-1-2-4(3)6/h1-2H,32936-74-6,0,False,
C4H4O2,4,4,2,Q161534,"1,4-dioxin",C1=COC=CO1,C1=COC=CO1,InChI=1S/C4H4O2/c1-2-6-4-3-5-1/h1-4H,290-67-5,20,True,"1,4-Dioxin"
C4H4O2,4,4,2,Q418541,diketene,C=C1CC(=O)O1,C=C1CC(=O)O1,InChI=1S/C4H4O2/c1-3-2-4(5)6-3/h1-2H2,674-82-8,20,True,Diketene
C4H4O2,4,4,2,Q4596886,2(5H)-furanone,C1C=CC(=O)O1,O=C1C=CCO1,"InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1-2H,3H2",497-23-4,13,True,2-Furanone
C4H4O2,4,4,2,Q161486,"1,2-dioxin",C1=COOC=C1,C1=COOC=C1,InChI=1S/C4H4O2/c1-2-4-6-5-3-1/h1-4H,289-87-2,12,True,"1,2-Dioxin"
C4H4O2,4,4,2,Q5198965,cycloprop-2-ene carboxylic acid,C1=CC1C(=O)O,O=C(O)C1C=C1,"InChI=1S/C4H4O2/c5-4(6)3-1-2-3/h1-3H,(H,5,6)",26209-00-7,8,True,Cycloprop-2-ene carboxylic acid
C4H4O2,4,4,2,Q56291556,methyl propiolate,COC(=O)C#C,C#CC(=O)OC,"InChI=1S/C4H4O2/c1-3-4(5)6-2/h1H,2H3",922-67-8,6,True,Methyl propiolate
C4H4O2,4,4,2,Q30693372,tetrolic acid,CC#CC(=O)O,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",590-93-2,5,True,Tetrolic acid
C4H4O2,4,4,2,Q83035032,"cyclobutane-1,3-dione",C1C(=O)CC1=O,O=C1CC(=O)C1,InChI=1S/C4H4O2/c5-3-1-4(6)2-3/h1-2H2,15506-53-3,4,True,"1,3-Cyclobutanedione"
C4H4O2,4,4,2,Q27105463,3-butynoic acid,C#CCC(=O)O,C#CCC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H,3H2,(H,5,6)",2345-51-9,2,False,
C4H4O2,4,4,2,Q126935126,butadienoic acid,C=C[CH+]C(=O)[O-],C=C[CH+]C(=O)[O-],"InChI=1S/C4H4O2/c1-2-3-4(5)6/h2-3H,1H2",5732-10-5,1,False,
C4H4O2,4,4,2,Q72459357,"1,2-Cyclobutanedione",C1CC(=O)C1=O,O=C1CCC1=O,InChI=1S/C4H4O2/c5-3-1-2-4(3)6/h1-2H2,33689-28-0,1,True,"1,2-Cyclobutanedione"
C4H4O2,4,4,2,Q83054262,3-Furanol,C1=COC=C1O,Oc1ccoc1,"InChI=1S/C4H4O2/c5-4-1-2-6-3-4/h1-3,5H",29212-66-6,1,False,
C4H4O2,4,4,2,Q27102037,4-hydroxybut-2-ynal,C(C#CC=O)O,O=CC#CCO,"InChI=1S/C4H4O2/c5-3-1-2-4-6/h3,6H,4H2",50560-69-5,0,False,
C4H4O2,4,4,2,Q27104453,fumaraldehyde,C(=CC=O)C=O,O=CC=CC=O,InChI=1S/C4H4O2/c5-3-1-2-4-6/h1-4H/b2-1+,2363-83-9,0,False,
C4H4O2,4,4,2,Q27117381,2(3H)-furanone,C1C=COC1=O,O=C1CC=CO1,"InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1,3H,2H2",20825-71-2,0,False,
C4H4O2,4,4,2,Q77566746,Penitricin D,O=C1C(=C)C1O,C=C1C(=O)C1O,"InChI=1S/C4H4O2/c1-2-3(5)4(2)6/h3,5H,1H2",,0,False,
C4H4O2,4,4,2,Q82303641,3-Hydroxycyclobut-2-en-1-one,C1C(=CC1=O)O,O=C1C=C(O)C1,"InChI=1S/C4H4O2/c5-3-1-4(6)2-3/h1,5H,2H2",78675-98-6,0,False,
C4H4O2,4,4,2,Q82314722,"2H-Oxet-2-one, 4-methyl-",CC1=CC(=O)O1,CC1=CC(=O)O1,"InChI=1S/C4H4O2/c1-3-2-4(5)6-3/h2H,1H3",88996-98-9,0,False,
C4H4O2,4,4,2,Q82360515,"But-1-ene-1,3-dione",CC(=O)C=C=O,CC(=O)C=C=O,"InChI=1S/C4H4O2/c1-4(6)2-3-5/h2H,1H3",691-45-2,0,False,
C4H4O2,4,4,2,Q82445067,"2,4-Dimethylidene-1,3-dioxetane",C=C1OC(=C)O1,C=c1oc(=C)o1,InChI=1S/C4H4O2/c1-3-5-4(2)6-3/h1-2H2,68498-71-5,0,False,
C4H4O2,4,4,2,Q82496472,Methylidenepropanedial,C=C(C=O)C=O,C=C(C=O)C=O,"InChI=1S/C4H4O2/c1-4(2-5)3-6/h2-3H,1H2",81711-27-5,0,False,
C4H4O2,4,4,2,Q82733469,3-Methoxyprop-2-ynal,COC#CC=O,COC#CC=O,"InChI=1S/C4H4O2/c1-6-4-2-3-5/h3H,1H3",195067-10-8,0,False,
C4H4O2,4,4,2,Q83038370,"3-Butenal, 2-oxo-",C=CC(=O)C=O,C=CC(=O)C=O,"InChI=1S/C4H4O2/c1-2-4(6)3-5/h2-3H,1H2",16979-06-9,0,False,
C4H4O2,4,4,2,Q83046951,2-Furanol,C1=COC(=C1)O,Oc1ccco1,"InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1-3,5H",22125-63-9,0,False,
C4H4O2,4,4,2,Q83121291,Penitricin,C1=C(C1=O)CO,O=c1cc1CO,"InChI=1S/C4H4O2/c5-2-3-1-4(3)6/h1,5H,2H2",92279-91-9,0,False,
C4H6O2,4,6,2,Q377339,vinyl acetate,CC(=O)OC=C,C=COC(C)=O,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",108-05-4,40,True,Vinyl acetate
C4H6O2,4,6,2,Q165949,methacrylic acid,CC(=C)C(=O)O,C=C(C)C(=O)O,"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)",79-41-4,34,True,Methacrylic acid
C4H6O2,4,6,2,Q408916,"butane-2,3-dione",CC(=O)C(=O)C,CC(=O)C(C)=O,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,431-03-8,30,True,Diacetyl
C4H6O2,4,6,2,Q414207,crotonic acid,CC=CC(=O)O,CC=CC(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+",107-93-7,27,True,Crotonic acid
C4H6O2,4,6,2,Q79739,butyrolactone,C1CC(=O)OC1,O=C1CCCO1,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,96-48-0,26,True,Γ-Butyrolactone
C4H6O2,4,6,2,Q343028,methyl acrylate,COC(=O)C=C,C=CC(=O)OC,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",96-33-3,24,True,Methyl acrylate
C4H6O2,4,6,2,Q209328,"2-butyne-1,4-diol",C(C#CCO)O,OCC#CCO,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h5-6H,3-4H2",110-65-6,17,True,"1,4-Butynediol"
